pasta,wav,ingles
voice/penalties/stop_go_penalty_false_start,3-b.wav,we've got a stop-go penalty for jumping the start
voice/penalties/stop_go_penalty_false_start,3-c.wav,we've got a stop-go penalty for jumping the start
voice/penalties/penalty_not_served,2-a.wav,you still haven't served this penalty
voice/penalties/penalty_not_served,2-b.wav,you still haven't served this penalty
voice/penalties/penalty_not_served,2-c.wav,you still haven't served this penalty
voice/penalties/penalty_not_served,1-a.wav,you still need to serve your penalty
voice/penalties/penalty_not_served,1-b.wav,you still need to serve your penalty
voice/penalties/penalty_not_served,1-c.wav,you still need to serve your penalty
voice/penalties/penalty_not_served,3-a.wav,you've still got an outstanding penalty
voice/penalties/penalty_not_served,3-b.wav,you've still got an outstanding penalty
voice/penalties/penalty_not_served,3-c.wav,you've still got an outstanding penalty
voice/penalties/penalty_three_laps_left,1-a.wav,you got 3 laps to serve this penalty
voice/penalties/penalty_three_laps_left,1-b.wav,you got 3 laps to serve this penalty
voice/penalties/penalty_three_laps_left,1-c.wav,you got 3 laps to serve this penalty
voice/penalties/penalty_three_laps_left,3-a.wav,you've got 3 laps to serve this penalty
voice/penalties/penalty_three_laps_left,3-b.wav,you've got 3 laps to serve this penalty
voice/penalties/penalty_three_laps_left,3-c.wav,you've got 3 laps to serve this penalty
voice/penalties/penalty_three_laps_left,2-a.wav,you need to come in for this penalty in the next 3 laps
voice/penalties/penalty_three_laps_left,2-b.wav,you need to come in for this penalty in the next 3 laps
voice/penalties/penalty_three_laps_left,2-c.wav,you need to come in for this penalty in the next 3 laps
voice/penalties/slow_down_penalty_cutting_track,2-a.wav,we've just had a slowdown penalty for cutting the track
voice/penalties/slow_down_penalty_cutting_track,2-b.wav,we've just had a slowdown penalty for cutting the track
voice/penalties/slow_down_penalty_cutting_track,2-c.wav,we've just had a slowdown penalty for cutting the track
voice/penalties/slow_down_penalty_cutting_track,1-a.wav,we've just had a slowdown penalty for cutting the track
voice/penalties/slow_down_penalty_cutting_track,1-b.wav,we've just had a slowdown penalty for cutting the track
voice/penalties/slow_down_penalty_cutting_track,1-c.wav,we've just had a slowdown penalty for cutting the track
voice/penalties/slow_down_penalty_cutting_track,3-a.wav,we've had a slowdown penalty for cutting the track
voice/penalties/slow_down_penalty_cutting_track,3-b.wav,we've had a slowdown penalty for cutting the track
voice/penalties/slow_down_penalty_cutting_track,3-c.wav,we've had a slowdown penalty for cutting the track
voice/penalties/drive_through_overtaking_under_yellow,3-a.wav,we've just had a drive-through for overtaking under yellow
voice/penalties/drive_through_overtaking_under_yellow,3-b.wav,we've just had a drive-through for overtaking under yellow
voice/penalties/drive_through_overtaking_under_yellow,3-c.wav,we've just had a drive-through for overtaking under yellow
voice/penalties/drive_through_overtaking_under_yellow,1-a.wav,we've just had a drive-through penalty for passing under yellow
voice/penalties/drive_through_overtaking_under_yellow,1-b.wav,we've just had a drive-through penalty for passing under yellow
voice/penalties/drive_through_overtaking_under_yellow,1-c.wav,we've just had a drive-through penalty for passing under yellow
voice/penalties/drive_through_overtaking_under_yellow,2-a.wav,we've just had a drive-through for passing under yellow
voice/penalties/drive_through_overtaking_under_yellow,2-b.wav,we've just had a drive-through for passing under yellow
voice/penalties/drive_through_overtaking_under_yellow,2-c.wav,we've just had a drive-through for passing under yellow
voice/penalties/stop_go_penalty_speeding_in_pit_lane,2-a.wav,we've just had a stop-go penalty for speeding in the pit lane
voice/penalties/stop_go_penalty_speeding_in_pit_lane,2-b.wav,we've just had a stop-go penalty for speeding in the pit lane
voice/penalties/stop_go_penalty_speeding_in_pit_lane,2-c.wav,we've just had a stop-go penalty for speeding in the pit lane
voice/penalties/stop_go_penalty_speeding_in_pit_lane,1-a.wav,we've just had a stop-go penalty for speeding in the pit lane
voice/penalties/stop_go_penalty_speeding_in_pit_lane,1-b.wav,we've just had a stop-go penalty for speeding in the pit lane
voice/penalties/stop_go_penalty_speeding_in_pit_lane,1-c.wav,we've just had a stop-go penalty for speeding in the pit lane
voice/penalties/stop_go_penalty_speeding_in_pit_lane,3-a.wav,we've got had a stop-go penalty for speeding in the pit lane
voice/penalties/stop_go_penalty_speeding_in_pit_lane,3-b.wav,we've got had a stop-go penalty for speeding in the pit lane
voice/penalties/stop_go_penalty_speeding_in_pit_lane,3-c.wav,we've got had a stop-go penalty for speeding in the pit lane
voice/penalties/stop_go_penalty_overtaking_on_formation_lap,2-a.wav,we've just had a stop-go penalty for overtaking on the formation lap
voice/penalties/stop_go_penalty_overtaking_on_formation_lap,2-b.wav,we've just had a stop-go penalty for overtaking on the formation lap
voice/penalties/stop_go_penalty_overtaking_on_formation_lap,2-c.wav,we've just had a stop-go penalty for overtaking on the formation lap
voice/penalties/stop_go_penalty_overtaking_on_formation_lap,1-a.wav,we've just had a stop-go penalty for passing on the formation lap
voice/penalties/stop_go_penalty_overtaking_on_formation_lap,1-b.wav,we've just had a stop-go penalty for passing on the formation lap
voice/penalties/stop_go_penalty_overtaking_on_formation_lap,1-c.wav,we've just had a stop-go penalty for passing on the formation lap
voice/penalties/stop_go_penalty_overtaking_on_formation_lap,3-a.wav,we've just had a stop-go penalty for passing on the formation lap
voice/penalties/stop_go_penalty_overtaking_on_formation_lap,3-b.wav,we've just had a stop-go penalty for passing on the formation lap
voice/penalties/stop_go_penalty_overtaking_on_formation_lap,3-c.wav,we've just had a stop-go penalty for passing on the formation lap
voice/penalties/cut_track_prac_or_qual_1,1_rq_suffix_please-a.wav,mind these track limits
voice/penalties/cut_track_prac_or_qual_1,1_rq_suffix_please-b.wav,mind these track limits
voice/penalties/cut_track_prac_or_qual_1,1_rq_suffix_please-c.wav,mind these track limits
voice/penalties/cut_track_prac_or_qual_1,7-a.wav,"track limits, they'll invalidate this lap"
voice/penalties/cut_track_prac_or_qual_1,7-b.wav,"track limits, they'll invalidate this lap"
voice/penalties/cut_track_prac_or_qual_1,7-c.wav,"track limits, they'll invalidate this lap"
voice/penalties/cut_track_prac_or_qual_1,12-a.wav,"this lap won't count, you cut the track"
voice/penalties/cut_track_prac_or_qual_1,12-b.wav,"this lap won't count, you cut the track"
voice/penalties/cut_track_prac_or_qual_1,12-c.wav,"this lap won't count, you cut the track"
voice/penalties/cut_track_prac_or_qual_1,24-a.wav,"this lap will be invalidated, watch the track limits"
voice/penalties/cut_track_prac_or_qual_1,24-b.wav,"this lap will be invalidated, watch the track limits"
voice/penalties/cut_track_prac_or_qual_1,24-c.wav,"this lap will be invalidated, watch the track limits"
voice/penalties/cut_track_prac_or_qual_1,4_rq_suffix_please-a.wav,watch the track limits
voice/penalties/cut_track_prac_or_qual_1,4_rq_suffix_please-b.wav,watch the track limits
voice/penalties/cut_track_prac_or_qual_1,4_rq_suffix_please-c.wav,watch the track limits
voice/penalties/cut_track_prac_or_qual_1,3_op_prefix_ok-a.wav,we need to watch these track limits
voice/penalties/cut_track_prac_or_qual_1,3_op_prefix_ok-b.wav,we need to watch these track limits
voice/penalties/cut_track_prac_or_qual_1,3_op_prefix_ok-c.wav,we need to watch these track limits
voice/penalties/cut_track_prac_or_qual_1,8-a.wav,you've gone outside of track limits there
voice/penalties/cut_track_prac_or_qual_1,8-b.wav,you've gone outside of track limits there
voice/penalties/cut_track_prac_or_qual_1,8-c.wav,you've gone outside of track limits there
voice/penalties/cut_track_prac_or_qual_1,1-a.wav,"they'll invalidate this lap, track limits"
voice/penalties/cut_track_prac_or_qual_1,1-b.wav,"they'll invalidate this lap, track limits"
voice/penalties/cut_track_prac_or_qual_1,1-c.wav,"they'll invalidate this lap, track limits"
voice/penalties/cut_track_prac_or_qual_1,2-a.wav,"track limits, this lap will be deleted"
voice/penalties/cut_track_prac_or_qual_1,2-b.wav,"track limits, this lap will be deleted"
voice/penalties/cut_track_prac_or_qual_1,2-c.wav,"track limits, this lap will be deleted"
voice/penalties/cut_track_prac_or_qual_1,5-a.wav,"track limits, keep it between the lines"
voice/penalties/cut_track_prac_or_qual_1,5-b.wav,"track limits, keep it between the lines"
voice/penalties/cut_track_prac_or_qual_1,5-c.wav,"track limits, keep it between the lines"
voice/penalties/cut_track_prac_or_qual_1,10-a.wav,"track limits, this lap will be deleted"
voice/penalties/cut_track_prac_or_qual_1,10-b.wav,"track limits, this lap will be deleted"
voice/penalties/cut_track_prac_or_qual_1,10-c.wav,"track limits, this lap will be deleted"
voice/penalties/cut_track_prac_or_qual_1,6-a.wav,track limits
voice/penalties/cut_track_prac_or_qual_1,6-b.wav,track limits
voice/penalties/cut_track_prac_or_qual_1,6-c.wav,track limits
voice/penalties/cut_track_prac_or_qual_1,3-a.wav,"they'll delete this lap, track limits"
voice/penalties/cut_track_prac_or_qual_1,3-b.wav,"they'll delete this lap, track limits"
voice/penalties/cut_track_prac_or_qual_1,3-c.wav,"they'll delete this lap, track limits"
voice/penalties/cut_track_prac_or_qual_1,20-a.wav,"track limits, this lap will be deleted"
voice/penalties/cut_track_prac_or_qual_1,20-b.wav,"track limits, this lap will be deleted"
voice/penalties/cut_track_prac_or_qual_1,20-c.wav,"track limits, this lap will be deleted"
voice/penalties/cut_track_prac_or_qual_1,4-a.wav,you're outside of track limits there
voice/penalties/cut_track_prac_or_qual_1,4-b.wav,you're outside of track limits there
voice/penalties/cut_track_prac_or_qual_1,4-c.wav,you're outside of track limits there
voice/penalties/cut_track_prac_or_qual_1,2_op_prefix_ok-a.wav,we need to watch the track limits
voice/penalties/cut_track_prac_or_qual_1,2_op_prefix_ok-b.wav,we need to watch the track limits
voice/penalties/cut_track_prac_or_qual_1,2_op_prefix_ok-c.wav,we need to watch the track limits
voice/penalties/cut_track_prac_or_qual_1,21-a.wav,"they'll delete this lap, you've cut the track"
voice/penalties/cut_track_prac_or_qual_1,21-b.wav,"they'll delete this lap, you've cut the track"
voice/penalties/cut_track_prac_or_qual_1,21-c.wav,"they'll delete this lap, you've cut the track"
voice/penalties/still_have_to_serve_stop_go,2-a.wav,we still need to serve this stop-go penalty
voice/penalties/still_have_to_serve_stop_go,2-b.wav,we still need to serve this stop-go penalty
voice/penalties/still_have_to_serve_stop_go,2-c.wav,we still need to serve this stop-go penalty
voice/penalties/still_have_to_serve_stop_go,1-a.wav,we've still got to serve our stop-go penalty
voice/penalties/still_have_to_serve_stop_go,1-b.wav,we've still got to serve our stop-go penalty
voice/penalties/still_have_to_serve_stop_go,1-c.wav,we've still got to serve our stop-go penalty
voice/penalties/still_have_to_serve_stop_go,4-a.wav,you've still got to serve your stop-go penalty
voice/penalties/still_have_to_serve_stop_go,4-b.wav,you've still got to serve your stop-go penalty
voice/penalties/still_have_to_serve_stop_go,4-c.wav,you've still got to serve your stop-go penalty
voice/penalties/still_have_to_serve_stop_go,3-a.wav,you still have to serve your stop-go penalty
voice/penalties/still_have_to_serve_stop_go,3-b.wav,you still have to serve your stop-go penalty
voice/penalties/still_have_to_serve_stop_go,3-c.wav,you still have to serve your stop-go penalty
voice/penalties/still_have_to_serve_stop_go,5-a.wav,we still need to serve this stop-go penalty
voice/penalties/still_have_to_serve_stop_go,5-b.wav,we still need to serve this stop-go penalty
voice/penalties/still_have_to_serve_stop_go,5-c.wav,we still need to serve this stop-go penalty
voice/penalties/one_more_collision_before_kick,5-a.wav,"stop driving into people, they'll disqualify us if we do it again"
voice/penalties/one_more_collision_before_kick,5-b.wav,"stop driving into people, they'll disqualify us if we do it again"
voice/penalties/one_more_collision_before_kick,5-c.wav,"stop driving into people, they'll disqualify us if we do it again"
voice/penalties/one_more_collision_before_kick,6-a.wav,"we'll be disqualified if we hit another car, calm down"
voice/penalties/one_more_collision_before_kick,6-b.wav,"we'll be disqualified if we hit another car, calm down"
voice/penalties/one_more_collision_before_kick,6-c.wav,"we'll be disqualified if we hit another car, calm down"
voice/penalties/one_more_collision_before_kick,2-a.wav,"one more collision and we're out, stop with the banger racing"
voice/penalties/one_more_collision_before_kick,2-b.wav,"one more collision and we're out, stop with the banger racing"
voice/penalties/one_more_collision_before_kick,2-c.wav,"one more collision and we're out, stop with the banger racing"
voice/penalties/one_more_collision_before_kick,3-a.wav,"come on, this ain't banger racing, one more collision and we'll be disqualified"
